ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
BP,protein demalonylation,2,0,0.999999999999998,1,
BP,peptidyl-lysine demalonylation,2,0,0.999999999999998,1,
BP,protein desuccinylation,2,0,0.999999999999998,1,
BP,peptidyl-lysine desuccinylation,2,0,0.999999999999998,1,
MF,protein-malonyllysine demalonylase activity,2,0,0.999999999999998,1,
MF,protein-succinyllysine desuccinylase activity,2,0,0.999999999999998,1,
BP,7-methylguanosine cap hypermethylation,8,0,0.999999999999998,1,
CC,myofilament,26,0,0.999999999999998,1,
BP,reelin-mediated signaling pathway,7,0,0.999999999999998,1,
CC,insulin-like growth factor ternary complex,4,0,0.999999999999998,1,
BP,positive regulation of cell fate specification,3,0,0.999999999999998,1,
BP,pyrimidine nucleoside salvage,2,0,0.999999999999998,1,
MF,glycosphingolipid binding,10,0,0.999999999999998,1,
MF,laminin binding,28,0,0.999999999999998,1,
BP,negative regulation of insulin-like growth factor receptor signaling pathway,9,0,0.999999999999998,1,
BP,polyadenylation-dependent RNA catabolic process,8,0,0.999999999999998,1,
BP,polyadenylation-dependent ncRNA catabolic process,8,0,0.999999999999998,1,
CC,dendritic branch,3,0,0.999999999999998,1,
BP,positive regulation of single stranded viral RNA replication via double stranded DNA intermediate,2,0,0.999999999999998,1,
BP,"positive regulation of mitotic cell cycle, embryonic",1,0,0.999999999999998,1,
BP,"vesicle targeting, trans-Golgi to endosome",2,0,0.999999999999998,1,
BP,Golgi vesicle fusion to target membrane,5,0,0.999999999999998,1,
MF,calcium-induced calcium release activity,6,0,0.999999999999998,1,
MF,itaconyl-CoA hydratase activity,1,0,0.999999999999998,1,
BP,dermatan sulfate proteoglycan biosynthetic process,8,0,0.999999999999998,1,
BP,white fat cell differentiation,17,0,0.999999999999998,1,
BP,maintenance of organelle location,13,0,0.999999999999998,1,
MF,NADPHX epimerase activity,1,0,0.999999999999998,1,
BP,subpallium neuron fate commitment,2,0,0.999999999999998,1,
BP,regulation of oocyte development,3,0,0.999999999999998,1,
BP,chorion development,10,0,0.999999999999998,1,
BP,snRNA import into nucleus,2,0,0.999999999999998,1,
BP,regulation of stomach neuroendocrine cell differentiation,1,0,0.999999999999998,1,
BP,negative regulation of stomach neuroendocrine cell differentiation,1,0,0.999999999999998,1,
MF,protein-glutaryllysine deglutarylase activity,2,0,0.999999999999998,1,
BP,protein deglutarylation,2,0,0.999999999999998,1,
MF,BBSome binding,3,0,0.999999999999998,1,
MF,inhibitory MHC class Ib receptor activity,2,0,0.999999999999998,1,
MF,HLA-E specific inhibitory MHC class Ib receptor activity,2,0,0.999999999999998,1,
BP,regulation of mitochondrial gene expression,30,0,0.999999999999998,1,
MF,high-density lipoprotein particle receptor binding,3,0,0.999999999999998,1,
BP,cellular response to vitamin K,1,0,0.999999999999998,1,
MF,N-box binding,1,0,0.999999999999998,1,
BP,nephric duct morphogenesis,11,0,0.999999999999998,1,
BP,regulation of sphingolipid biosynthetic process,13,0,0.999999999999998,1,
BP,t-circle formation,15,0,0.999999999999998,1,
BP,telomeric loop disassembly,11,0,0.999999999999998,1,
CC,glycoprotein complex,23,0,0.999999999999998,1,
BP,telomere maintenance via telomere trimming,15,0,0.999999999999998,1,
BP,guanylate kinase-associated protein clustering,1,0,0.999999999999998,1,
BP,renal filtration,26,0,0.999999999999998,1,
CC,R2TP complex,5,0,0.999999999999998,1,
BP,keratinocyte apoptotic process,7,0,0.999999999999998,1,
MF,disordered domain specific binding,29,0,0.999999999999998,1,
BP,exocytic insertion of neurotransmitter receptor to postsynaptic membrane,4,0,0.999999999999998,1,
CC,postsynaptic spectrin-associated cytoskeleton,1,0,0.999999999999998,1,
MF,linear malto-oligosaccharide phosphorylase activity,3,0,0.999999999999998,1,
MF,SHG alpha-glucan phosphorylase activity,3,0,0.999999999999998,1,
MF,molybdenum cofactor sulfurtransferase activity,1,0,0.999999999999998,1,
BP,positive regulation of vesicle docking,1,0,0.999999999999998,1,
MF,NADPH oxidase H202-forming activity,4,0,0.999999999999998,1,
BP,protein-containing complex localization to centriolar satellite,2,0,0.999999999999998,1,
BP,positive regulation of long-term synaptic potentiation,22,0,0.999999999999998,1,
BP,regulation of L-glutamine import across plasma membrane,1,0,0.999999999999998,1,
BP,positive regulation of L-glutamine import across plasma membrane,1,0,0.999999999999998,1,
BP,regulation of keratinocyte apoptotic process,7,0,0.999999999999998,1,
BP,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,19,0,0.999999999999998,1,
BP,positive regulation of oxidative phosphorylation,2,0,0.999999999999998,1,
BP,cellular response to sodium arsenite,5,0,0.999999999999998,1,
BP,regulation of membrane lipid metabolic process,13,0,0.999999999999998,1,
BP,telomerase holoenzyme complex assembly,6,0,0.999999999999998,1,
BP,regulation of postsynaptic density organization,14,0,0.999999999999998,1,
BP,regulation of oogenesis,3,0,0.999999999999998,1,
BP,negative regulation of cell fate determination,1,0,0.999999999999998,1,
CC,RZZ complex,3,0,0.999999999999998,1,
BP,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,11,0,0.999999999999998,1,
BP,regulation of type B pancreatic cell development,9,0,0.999999999999998,1,
BP,regulation of pancreatic A cell differentiation,1,0,0.999999999999998,1,
BP,negative regulation of pancreatic A cell differentiation,1,0,0.999999999999998,1,
BP,negative regulation of tumor necrosis factor (ligand) superfamily member 11 production,1,0,0.999999999999998,1,
BP,regulation of macrophage migration inhibitory factor signaling pathway,3,0,0.999999999999998,1,
BP,negative regulation of early endosome to late endosome transport,2,0,0.999999999999998,1,
MF,trans-hexaprenyltranstransferase activity,2,0,0.9999999999999981,1,
MF,L-ornithine transmembrane transporter activity,5,0,0.9999999999999981,1,
BP,box H/ACA snoRNP assembly,2,0,0.9999999999999981,1,
BP,regulation of glutamine family amino acid metabolic process,8,0,0.9999999999999981,1,
MF,RNA polymerase I activity,10,0,0.9999999999999981,1,
MF,interleukin-21 receptor activity,1,0,0.9999999999999981,1,
BP,type III hypersensitivity,2,0,0.9999999999999981,1,
BP,regulation of type III hypersensitivity,2,0,0.9999999999999981,1,
BP,positive regulation of type III hypersensitivity,2,0,0.9999999999999981,1,
BP,blastocyst growth,22,0,0.9999999999999981,1,
CC,cytosolic tRNA wobble base thiouridylase complex,1,0,0.9999999999999981,1,
BP,angiotensin-mediated drinking behavior,2,0,0.9999999999999981,1,
BP,septum primum development,5,0,0.9999999999999981,1,
BP,atrial septum primum morphogenesis,5,0,0.9999999999999981,1,
MF,acetyl-CoA C-acyltransferase activity,7,0,0.9999999999999981,1,
MF,ATP-dependent diacylglycerol kinase activity,11,0,0.9999999999999981,1,
MF,diphthine synthase activity,1,0,0.9999999999999981,1,
MF,D-lactate dehydrogenase (cytochrome) activity,1,0,0.9999999999999981,1,
MF,phosphatidylserine decarboxylase activity,2,0,0.9999999999999981,1,
MF,"1,4-alpha-oligoglucan phosphorylase activity",5,0,0.9999999999999981,1,
MF,NAD-retinol dehydrogenase activity,20,0,0.9999999999999981,1,
MF,asialoglycoprotein receptor activity,2,0,0.9999999999999981,1,
MF,interleukin-10 receptor activity,2,0,0.9999999999999981,1,
MF,platelet-derived growth factor beta-receptor activity,2,0,0.9999999999999981,1,
MF,fibroblast growth factor receptor binding,25,0,0.9999999999999981,1,
CC,U6 snRNP,8,0,0.9999999999999981,1,
CC,recombination nodule,2,0,0.9999999999999981,1,
CC,proteasome core complex,20,0,0.9999999999999981,1,
BP,acetyl-CoA biosynthetic process,18,0,0.9999999999999981,1,
BP,alanine metabolic process,5,0,0.9999999999999981,1,
BP,alanine catabolic process,5,0,0.9999999999999981,1,
BP,regulation of sister chromatid cohesion,17,0,0.9999999999999981,1,
BP,vitellogenesis,4,0,0.9999999999999981,1,
MF,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity",2,0,0.9999999999999981,1,
MF,sulfuric ester hydrolase activity,17,0,0.9999999999999981,1,
MF,bile acid:sodium symporter activity,6,0,0.9999999999999981,1,
MF,D-lactate dehydrogenase activity,1,0,0.9999999999999981,1,
BP,pyruvate family amino acid metabolic process,5,0,0.9999999999999981,1,
BP,pyruvate family amino acid catabolic process,5,0,0.9999999999999981,1,
BP,pyrimidine deoxyribonucleotide biosynthetic process,6,0,0.9999999999999981,1,
CC,mitochondrial endopeptidase Clp complex,1,0,0.9999999999999981,1,
BP,response to lead ion,21,0,0.9999999999999981,1,
BP,positive regulation of cardiac muscle adaptation,9,0,0.9999999999999981,1,
BP,programmed cell death involved in cell development,25,0,0.9999999999999981,1,
BP,bradykinin catabolic process,7,0,0.9999999999999981,1,
BP,muscle hyperplasia,3,0,0.9999999999999981,1,
MF,sodium:chloride symporter activity,16,0,0.9999999999999981,1,
BP,"O-glycan processing, core 3",1,0,0.9999999999999981,1,
MF,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,2,0,0.9999999999999981,1,
MF,substance P receptor activity,1,0,0.9999999999999981,1,
MF,succinyltransferase activity,3,0,0.9999999999999981,1,
MF,aldehyde-lyase activity,9,0,0.9999999999999981,1,
MF,"oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor",1,0,0.9999999999999981,1,
MF,"phenanthrene 9,10-monooxygenase activity",3,0,0.9999999999999981,1,
BP,virus maturation,2,0,0.9999999999999981,1,
MF,D-ribulokinase activity,1,0,0.9999999999999981,1,
BP,short-chain fatty acid catabolic process,7,0,0.9999999999999981,1,
BP,formation of radial glial scaffolds,4,0,0.9999999999999981,1,
MF,MHC class Ib protein complex binding,4,0,0.9999999999999981,1,
BP,protein import into mitochondrial matrix,20,0,0.9999999999999981,1,
BP,regulation of prostaglandin biosynthetic process,13,0,0.9999999999999981,1,
MF,L-ascorbic acid binding,20,0,0.9999999999999981,1,
BP,wybutosine metabolic process,6,0,0.9999999999999981,1,
BP,wybutosine biosynthetic process,6,0,0.9999999999999981,1,
CC,interleukin-28 receptor complex,3,0,0.9999999999999981,1,
MF,myosin light chain binding,8,0,0.9999999999999981,1,
MF,riboflavin transmembrane transporter activity,6,0,0.9999999999999981,1,
BP,riboflavin transport,6,0,0.9999999999999981,1,
MF,oxidized purine DNA binding,9,0,0.9999999999999981,1,
BP,regulation of mast cell activation involved in immune response,31,0,0.9999999999999981,1,
BP,negative regulation of osteoblast proliferation,15,0,0.9999999999999981,1,
MF,cholesterol 24-hydroxylase activity,1,0,0.9999999999999981,1,
BP,purine ribonucleoside bisphosphate metabolic process,17,0,0.9999999999999981,1,
BP,regulation of toll-like receptor 2 signaling pathway,12,0,0.9999999999999981,1,
MF,apolipoprotein receptor binding,7,0,0.9999999999999981,1,
BP,tooth mineralization,31,0,0.9999999999999981,1,
BP,positive regulation of vascular wound healing,5,0,0.9999999999999981,1,
MF,"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity",2,0,0.9999999999999981,1,
BP,response to isolation stress,4,0,0.9999999999999981,1,
BP,phosphatidylinositol-3-phosphate biosynthetic process,22,0,0.9999999999999981,1,
CC,hyaluranon cable,2,0,0.9999999999999981,1,
MF,CDP phosphatase activity,3,0,0.9999999999999981,1,
BP,nitric oxide-cGMP-mediated signaling pathway,4,0,0.9999999999999981,1,
BP,interleukin-21-mediated signaling pathway,1,0,0.9999999999999981,1,
BP,positive regulation of multicellular organism growth,31,0,0.9999999999999981,1,
MF,ATPase inhibitor activity,5,0,0.9999999999999981,1,
BP,GDP-L-fucose salvage,1,0,0.9999999999999981,1,
CC,MHC class II protein complex,15,0,0.9999999999999981,1,
BP,muscle cell fate commitment,20,0,0.9999999999999981,1,
BP,maintenance of rDNA,2,0,0.9999999999999981,1,
BP,regulation of natural killer cell degranulation,4,0,0.9999999999999981,1,
BP,positive regulation of natural killer cell degranulation,4,0,0.9999999999999981,1,
MF,3-hydroxypropionyl-CoA dehydratase activity,1,0,0.9999999999999981,1,
CC,dendrite terminus,13,0,0.9999999999999981,1,
MF,retinoic acid-responsive element binding,6,0,0.9999999999999981,1,
BP,canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation,3,0,0.9999999999999981,1,
BP,biological phase,11,0,0.9999999999999981,1,
MF,unmethylated CpG binding,10,0,0.9999999999999981,1,
BP,pH reduction,6,0,0.9999999999999981,1,
BP,lipid phosphorylation,11,0,0.9999999999999981,1,
BP,carbohydrate phosphorylation,23,0,0.9999999999999981,1,
MF,histone H4K16 acetyltransferase activity,5,0,0.9999999999999981,1,
MF,"acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity",1,0,0.9999999999999981,1,
BP,intermediate mesoderm development,2,0,0.9999999999999981,1,
BP,stem cell fate specification,6,0,0.9999999999999981,1,
MF,phenylpyruvate tautomerase activity,3,0,0.9999999999999981,1,
MF,fucokinase activity,1,0,0.9999999999999981,1,
BP,3'-phosphoadenosine 5'-phosphosulfate metabolic process,17,0,0.9999999999999981,1,
BP,negative regulation of nitric-oxide synthase activity,9,0,0.9999999999999981,1,
BP,mitotic spindle midzone assembly,11,0,0.9999999999999981,1,
CC,cell tip,5,0,0.9999999999999981,1,
BP,response to folic acid,10,0,0.9999999999999981,1,
BP,maintenance of Golgi location,3,0,0.9999999999999981,1,
BP,positive regulation of mitochondrial depolarization,9,0,0.9999999999999981,1,
BP,cellular glucuronidation,21,0,0.9999999999999981,1,
MF,all-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific) activity,2,0,0.9999999999999981,1,
BP,positive regulation of post-transcriptional gene silencing,15,0,0.9999999999999981,1,
BP,prostate glandular acinus development,10,0,0.9999999999999981,1,
BP,mammary gland specification,3,0,0.9999999999999981,1,
BP,negative regulation of cartilage development,31,0,0.9999999999999981,1,
MF,D-loop DNA binding,5,0,0.9999999999999981,1,
MF,TAP complex binding,3,0,0.9999999999999981,1,
BP,mitochondrial seryl-tRNA aminoacylation,1,0,0.9999999999999981,1,
BP,positive regulation of adiponectin secretion,3,0,0.9999999999999981,1,
BP,kynurenine metabolic process,11,0,0.9999999999999981,1,
MF,thyroid hormone binding,6,0,0.9999999999999981,1,
MF,NADH binding,3,0,0.9999999999999981,1,
BP,monocyte aggregation,5,0,0.9999999999999981,1,
MF,histone H3R2 methyltransferase activity,2,0,0.9999999999999981,1,
CC,HAUS complex,8,0,0.9999999999999981,1,
BP,cyclic nucleotide transport,8,0,0.9999999999999981,1,
BP,RNA polymerase III preinitiation complex assembly,1,0,0.9999999999999981,1,
BP,regulation of neutrophil mediated killing of fungus,1,0,0.9999999999999981,1,
BP,positive regulation of neutrophil mediated killing of fungus,1,0,0.9999999999999981,1,
BP,cellular response to UV-A,11,0,0.9999999999999981,1,
CC,gamma-catenin-TCF7L2 complex,1,0,0.9999999999999981,1,
BP,determination of digestive tract left/right asymmetry,7,0,0.9999999999999981,1,
CC,Myc-Max complex,2,0,0.9999999999999981,1,
BP,specification of loop of Henle identity,4,0,0.9999999999999981,1,
BP,metanephric mesangial cell differentiation,2,0,0.9999999999999981,1,
BP,negative regulation of metanephros development,1,0,0.9999999999999981,1,
BP,metanephric glomerular mesangial cell differentiation,2,0,0.9999999999999981,1,
MF,tyrosine binding,2,0,0.9999999999999981,1,
BP,positive regulation of protein kinase C signaling,9,0,0.9999999999999981,1,
BP,stress-induced premature senescence,8,0,0.9999999999999981,1,
BP,dopamine uptake,17,0,0.9999999999999981,1,
BP,response to gonadotropin-releasing hormone,8,0,0.9999999999999981,1,
MF,all-trans-decaprenyl-diphosphate synthase activity,2,0,0.9999999999999981,1,
CC,perinucleolar compartment,5,0,0.9999999999999981,1,
MF,protein O-acetylglucosaminyltransferase activity,3,0,0.9999999999999981,1,
CC,sorting endosome,6,0,0.9999999999999981,1,
CC,cytoplasmic side of rough endoplasmic reticulum membrane,4,0,0.9999999999999981,1,
BP,glucose import across plasma membrane,5,0,0.9999999999999981,1,
BP,response to interleukin-21,1,0,0.9999999999999981,1,
BP,cellular response to interleukin-21,1,0,0.9999999999999981,1,
BP,presynaptic signal transduction,2,0,0.9999999999999981,1,
BP,trans-synaptic signaling by BDNF,4,0,0.9999999999999981,1,
BP,presynapse to nucleus signaling pathway,2,0,0.9999999999999981,1,
MF,N-acetylphosphatidylethanolamine-hydrolysing phospholipase activity,1,0,0.9999999999999981,1,
MF,"acetylgalactosaminyl-O-glycosyl-threonyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity",1,0,0.9999999999999981,1,
MF,"acetylgalactosaminyl-O-glycosyl-seryl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity",1,0,0.9999999999999981,1,
MF,acyl-CoA binding,19,0,0.9999999999999981,1,
MF,sphingomyelin transfer activity,2,0,0.9999999999999981,1,
MF,"UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase activity",2,0,0.9999999999999981,1,
BP,positive regulation of protein localization to cell-cell junction,1,0,0.9999999999999981,1,
BP,regulation of endoplasmic reticulum unfolded protein response,30,0,0.9999999999999981,1,
BP,positive regulation of post-transcriptional gene silencing by RNA,15,0,0.9999999999999981,1,
BP,positive regulation of mitochondrial DNA metabolic process,3,0,0.9999999999999981,1,
BP,negative regulation of hematopoietic stem cell proliferation,5,0,0.9999999999999981,1,
BP,regulation of axon guidance,13,0,0.9999999999999981,1,
BP,regulation of RNA polymerase II regulatory region sequence-specific DNA binding,9,0,0.9999999999999981,1,
BP,positive regulation of cardiac muscle hypertrophy in response to stress,9,0,0.9999999999999981,1,
BP,negative regulation of reactive oxygen species biosynthetic process,19,0,0.9999999999999981,1,
BP,lactate catabolic process,1,0,0.9999999999999981,1,
BP,regulation of calcium-dependent ATPase activity,1,0,0.9999999999999981,1,
BP,positive regulation of calcium-dependent ATPase activity,1,0,0.9999999999999981,1,
BP,"regulation of substrate-dependent cell migration, cell attachment to substrate",2,0,0.9999999999999981,1,
BP,"positive regulation of substrate-dependent cell migration, cell attachment to substrate",2,0,0.9999999999999981,1,
BP,endoplasmic reticulum mannose trimming,4,0,0.9999999999999981,1,
BP,folate import across plasma membrane,3,0,0.9999999999999981,1,
BP,regulation of voltage-gated sodium channel activity,10,0,0.9999999999999981,1,
BP,negative regulation of vascular associated smooth muscle cell dedifferentiation,2,0,0.9999999999999981,1,
BP,cellular response to flavonoid,1,0,0.9999999999999981,1,
BP,positive regulation of telomerase RNA reverse transcriptase activity,2,0,0.9999999999999981,1,
MF,U1 snRNP binding,6,0,0.9999999999999981,1,
MF,transferrin receptor binding,11,0,0.9999999999999981,1,
BP,modulation by host of RNA binding by virus,1,0,0.9999999999999981,1,
BP,modulation by host of viral RNA-binding transcription factor activity,1,0,0.9999999999999981,1,
BP,negative regulation of female gonad development,3,0,0.9999999999999981,1,
BP,regulation of metanephric podocyte development,1,0,0.9999999999999981,1,
BP,positive regulation of metanephric podocyte development,1,0,0.9999999999999981,1,
BP,regulation of renal albumin absorption,1,0,0.9999999999999981,1,
BP,positive regulation of renal albumin absorption,1,0,0.9999999999999981,1,
BP,negative regulation of metanephric mesenchymal cell migration,1,0,0.9999999999999981,1,
BP,regulation of thyroid-stimulating hormone secretion,1,0,0.9999999999999981,1,
BP,positive regulation of miRNA-mediated gene silencing,15,0,0.9999999999999981,1,
BP,negative regulation of cardiac vascular smooth muscle cell differentiation,1,0,0.9999999999999981,1,
BP,carbon catabolite regulation of transcription from RNA polymerase II promoter,7,0,0.9999999999999982,1,
BP,carbon catabolite activation of transcription from RNA polymerase II promoter,7,0,0.9999999999999982,1,
CC,transcription factor TFIIH core complex,11,0,0.9999999999999982,1,
BP,globoside metabolic process,2,0,0.9999999999999982,1,
BP,globoside biosynthetic process,2,0,0.9999999999999982,1,
BP,immune response in nasopharyngeal-associated lymphoid tissue,2,0,0.9999999999999982,1,
BP,cardiac right ventricle morphogenesis,20,0,0.9999999999999982,1,
BP,cardiac chamber ballooning,1,0,0.9999999999999982,1,
BP,retinal pigment epithelium development,7,0,0.9999999999999982,1,
MF,ATP citrate synthase activity,1,0,0.9999999999999982,1,
MF,dolichyl-phosphate-mannose-protein mannosyltransferase activity,8,0,0.9999999999999982,1,
MF,"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor",6,0,0.9999999999999982,1,
MF,alanine-tRNA ligase activity,3,0,0.9999999999999982,1,
MF,prolactin receptor activity,1,0,0.9999999999999982,1,
CC,collagen type IX trimer,4,0,0.9999999999999982,1,
BP,fructose 6-phosphate metabolic process,11,0,0.9999999999999982,1,
BP,alanyl-tRNA aminoacylation,3,0,0.9999999999999982,1,
BP,proline biosynthetic process,6,0,0.9999999999999982,1,
MF,riboflavin kinase activity,1,0,0.9999999999999982,1,
BP,branched-chain amino acid metabolic process,27,0,0.9999999999999982,1,
BP,riboflavin biosynthetic process,1,0,0.9999999999999982,1,
BP,FMN biosynthetic process,1,0,0.9999999999999982,1,
BP,heat acclimation,5,0,0.9999999999999982,1,
BP,epidermal cell division,3,0,0.9999999999999982,1,
BP,regulation of epidermal cell division,3,0,0.9999999999999982,1,
MF,telomerase inhibitor activity,4,0,0.9999999999999982,1,
BP,negative regulation of long-chain fatty acid import across plasma membrane,4,0,0.9999999999999982,1,
BP,"positive regulation of circadian sleep/wake cycle, wakefulness",3,0,0.9999999999999982,1,
BP,intestine smooth muscle contraction,8,0,0.9999999999999982,1,
MF,ABC-type fatty-acyl-CoA transporter activity,1,0,0.9999999999999982,1,
MF,galactosidase activity,7,0,0.9999999999999982,1,
MF,ammonia-lyase activity,5,0,0.9999999999999982,1,
BP,protein nitrosylation,16,0,0.9999999999999982,1,
BP,peptidyl-cysteine S-nitrosylation,16,0,0.9999999999999982,1,
BP,glycolipid catabolic process,17,0,0.9999999999999982,1,
BP,L-ascorbic acid biosynthetic process,3,0,0.9999999999999982,1,
CC,nuclear cyclin-dependent protein kinase holoenzyme complex,15,0,0.9999999999999982,1,
BP,olfactory bulb interneuron differentiation,11,0,0.9999999999999982,1,
BP,myelination in peripheral nervous system,28,0,0.9999999999999982,1,
BP,nitric oxide transport,5,0,0.9999999999999982,1,
BP,male genitalia development,24,0,0.9999999999999982,1,
BP,negative regulation of cell killing,29,0,0.9999999999999982,1,
MF,galanin receptor binding,1,0,0.9999999999999982,1,
MF,type 1 galanin receptor binding,1,0,0.9999999999999982,1,
MF,type 2 galanin receptor binding,1,0,0.9999999999999982,1,
MF,type 3 galanin receptor binding,1,0,0.9999999999999982,1,
MF,single guanine insertion binding,3,0,0.9999999999999982,1,
CC,AMPA glutamate receptor complex,25,0,0.9999999999999982,1,
BP,peripheral nervous system axon ensheathment,28,0,0.9999999999999982,1,
CC,ribonuclease H2 complex,3,0,0.9999999999999982,1,
MF,histone H3K4 demethylase activity,8,0,0.9999999999999982,1,
CC,SREBP-SCAP complex,1,0,0.9999999999999982,1,
BP,negative regulation of toll-like receptor signaling pathway,19,0,0.9999999999999982,1,
CC,discoidal high-density lipoprotein particle,2,0,0.9999999999999982,1,
BP,sperm entry,1,0,0.9999999999999982,1,
MF,G protein-coupled glutamate receptor binding,10,0,0.9999999999999982,1,
BP,chemokine (C-X-C motif) ligand 9 production,1,0,0.9999999999999982,1,
BP,regulation of chemokine (C-X-C motif) ligand 9 production,1,0,0.9999999999999982,1,
BP,negative regulation of chemokine (C-X-C motif) ligand 9 production,1,0,0.9999999999999982,1,
BP,B cell chemotaxis,7,0,0.9999999999999982,1,
BP,CD80 biosynthetic process,2,0,0.9999999999999982,1,
BP,parathyroid hormone secretion,2,0,0.9999999999999982,1,
BP,cellular response to macrophage colony-stimulating factor stimulus,13,0,0.9999999999999982,1,
BP,very long-chain fatty-acyl-CoA catabolic process,1,0,0.9999999999999982,1,
BP,psychomotor behavior,5,0,0.9999999999999982,1,
BP,calcium import into the mitochondrion,11,0,0.9999999999999982,1,
BP,TRAF-mediated signal transduction,2,0,0.9999999999999982,1,
BP,ERBB4 signaling pathway,10,0,0.9999999999999982,1,
BP,prolactin signaling pathway,1,0,0.9999999999999982,1,
MF,thiamine phosphate phosphatase activity,1,0,0.9999999999999982,1,
BP,terpene metabolic process,3,0,0.9999999999999982,1,
CC,MHC class I protein complex,9,0,0.9999999999999982,1,
CC,ectoplasm,1,0,0.9999999999999982,1,
BP,regulation of myosin II filament organization,1,0,0.9999999999999982,1,
MF,histone H3K23 acetyltransferase activity,1,0,0.9999999999999982,1,
MF,histone H3K4 acetyltransferase activity,1,0,0.9999999999999982,1,
BP,otolith mineralization,3,0,0.9999999999999982,1,
BP,regulation of inner ear auditory receptor cell differentiation,9,0,0.9999999999999982,1,
BP,regulation of mechanoreceptor differentiation,9,0,0.9999999999999982,1,
BP,FMN metabolic process,1,0,0.9999999999999982,1,
BP,negative regulation of neurotransmitter secretion,6,0,0.9999999999999982,1,
BP,ketone body biosynthetic process,6,0,0.9999999999999982,1,
MF,1-alkylglycerophosphocholine O-acyltransferase activity,1,0,0.9999999999999982,1,
MF,mitogen-activated protein kinase p38 binding,7,0,0.9999999999999982,1,
BP,negative regulation of ubiquitin-protein transferase activity,15,0,0.9999999999999982,1,
BP,pentitol phosphate metabolic process,1,0,0.9999999999999982,1,
BP,ribitol phosphate metabolic process,1,0,0.9999999999999982,1,
MF,tRNA-specific adenosine-34 deaminase activity,2,0,0.9999999999999982,1,
BP,L-proline biosynthetic process,6,0,0.9999999999999982,1,
BP,"positive regulation of phagocytosis, engulfment",13,0,0.9999999999999982,1,
BP,cytoplasmic actin-based contraction involved in cell motility,3,0,0.9999999999999982,1,
BP,mammary gland branching involved in pregnancy,7,0,0.9999999999999982,1,
BP,negative regulation of epithelial cell proliferation involved in prostate gland development,6,0,0.9999999999999982,1,
BP,seminal vesicle development,2,0,0.9999999999999982,1,
BP,"glutamate secretion, neurotransmission",8,0,0.9999999999999982,1,
MF,RNA lariat debranching enzyme activator activity,1,0,0.9999999999999982,1,
BP,late endosome to lysosome transport via multivesicular body sorting pathway,2,0,0.9999999999999982,1,
MF,intracellular chloride channel activity,19,0,0.9999999999999982,1,
BP,midbody abscission,17,0,0.9999999999999982,1,
BP,'de novo' actin filament nucleation,1,0,0.9999999999999982,1,
BP,cellular heat acclimation,5,0,0.9999999999999982,1,
BP,regulation of apoptotic process in bone marrow cell,5,0,0.9999999999999982,1,
BP,glomerular mesangial cell proliferation,12,0,0.9999999999999982,1,
BP,negative regulation of kidney development,5,0,0.9999999999999982,1,
BP,regulation of neural crest formation,1,0,0.9999999999999982,1,
BP,negative regulation of neural crest formation,1,0,0.9999999999999982,1,
BP,protein localization to non-motile cilium,13,0,0.9999999999999982,1,
BP,inorganic anion import across plasma membrane,2,0,0.9999999999999982,1,
MF,structural constituent of postsynaptic actin cytoskeleton,10,0,0.9999999999999982,1,
MF,ligand-gated monoatomic anion channel activity,19,0,0.9999999999999982,1,
MF,cholesterol dehydrogenase activity,2,0,0.9999999999999982,1,
BP,RNA decapping,19,0,0.9999999999999982,1,
BP,negative regulation of long-chain fatty acid import into cell,4,0,0.9999999999999982,1,
BP,ascorbate homeostasis,3,0,0.9999999999999982,1,
BP,negative regulation of AIM2 inflammasome complex assembly,1,0,0.9999999999999982,1,
BP,regulation of microtubule anchoring at centrosome,1,0,0.9999999999999982,1,
BP,regulation of bone mineralization involved in bone maturation,7,0,0.9999999999999982,1,
BP,negative regulation of extracellular matrix assembly,5,0,0.9999999999999982,1,
BP,lactone biosynthetic process,3,0,0.9999999999999982,1,
BP,toxin transport,11,0,0.9999999999999982,1,
BP,positive regulation of hematopoietic stem cell proliferation,9,0,0.9999999999999982,1,
BP,negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress,5,0,0.9999999999999982,1,
BP,semaphorin-plexin signaling pathway involved in axon guidance,14,0,0.9999999999999982,1,
BP,positive regulation of late endosome to lysosome transport,1,0,0.9999999999999982,1,
BP,negative regulation of potassium ion import across plasma membrane,1,0,0.9999999999999982,1,
