"seed","nclass","BIC","AIC"
64,7,7628.64750763155,7269.10103434197
64,8,7700.45561120448,7288.80095338018
64,9,7771.65975848147,7307.89691612244
64,10,7843.67841098731,7327.80738409356
64,11,7915.74539579218,7347.76618436371
64,12,7987.85358032122,7367.76618435802
65,2,8041.72412898032,7942.71857836434
65,3,7683.76836506071,7532.65462991002
65,4,7567.46411670108,7364.24219701566
65,5,7530.76881501549,7275.43871079536
65,6,7561.39423410013,7253.95594534527
65,7,7628.71907922904,7269.17260593945
65,8,7700.60329119652,7288.94863337222
65,9,7771.68052194115,7307.91767958212
65,10,7843.64371327668,7327.77268638292
65,11,7915.74564858254,7347.76643715406
65,12,7987.85358032861,7367.76618436542
66,2,8041.72412898032,7942.71857836434
66,3,7683.76836524109,7532.6546300904
66,4,7567.46411670119,7364.24219701577
66,5,7530.76881501527,7275.43871079514
66,6,7561.34477377557,7253.90648502071
66,7,7629.28080868892,7269.73433539934
66,8,7699.83317139194,7288.17851356763
66,9,7771.52966817176,7307.76682581274
66,10,7844.63150276843,7328.76047587468
66,11,7916.04004438663,7348.06083295815
66,12,7987.85358035865,7367.76618439546
67,2,8041.72412898032,7942.71857836434
67,3,7683.76836510555,7532.65462995486
67,4,7567.46411670085,7364.24219701544
67,5,7530.76881501546,7275.43871079532
67,6,7561.34474077784,7253.90645202298
67,7,7628.65201747953,7269.10554418995
67,8,7700.58308903469,7288.92843121039
67,9,7771.76767556624,7308.00483320721
67,10,7843.80884276916,7327.93781587541
67,11,7915.74539671775,7347.76618528928
67,12,7987.85358032297,7367.76618435978
68,2,8041.72412898032,7942.71857836434
68,3,7683.76836510133,7532.65462995064
68,4,7567.4641167009,7364.24219701549
68,5,7530.76881501545,7275.43871079531
68,6,7561.3447400848,7253.90645132994
68,7,7629.20984676499,7269.66337347541
68,8,7699.61506367297,7287.96040584866
68,9,7773.41682501058,7309.65398265155
68,10,7843.6423800296,7327.77135313585
68,11,7915.7453957877,7347.76618435923
68,12,7987.85358032559,7367.7661843624
69,2,8041.72412898032,7942.71857836434
69,3,7683.76836506113,7532.65462991044
69,4,7567.46411670122,7364.2421970158
69,5,7530.76881501572,7275.43871079558
69,6,7561.34473956779,7253.90645081293
69,7,7628.65067614739,7269.1042028578
69,8,7700.46188943101,7288.8072316067
69,9,7771.78162882887,7308.01878646985
69,10,7843.64039815804,7327.76937126428
69,11,7915.74540383864,7347.76619241017
69,12,7987.85358032155,7367.76618435836
70,2,8041.72412898032,7942.71857836434
70,3,7683.76836506027,7532.65462990958
70,4,7567.4641167011,7364.24219701568
70,5,7530.76881501554,7275.4387107954
70,6,7561.34474739799,7253.90645864313
70,7,7629.31498140856,7269.76850811898
70,8,7699.64869781441,7287.99403999011
70,9,7771.52902959745,7307.76618723842
70,10,7843.63772596258,7327.76669906882
70,11,7915.74558660487,7347.7663751764
70,12,7987.85358032915,7367.76618436596
71,2,8041.72412898032,7942.71857836434
71,3,7683.76836510652,7532.65462995582
71,4,7567.4641167011,7364.24219701569
71,5,7530.76881501533,7275.43871079519
71,6,7561.34474037847,7253.90645162361
71,7,7628.52453595539,7268.97806266581
71,8,7699.86224306126,7288.20758523696
71,9,7771.52902678833,7307.7661844293
71,10,7844.63147495847,7328.76044806472
71,11,7915.74539747577,7347.7661860473
71,12,7987.85358032145,7367.76618435826
72,2,8041.72412898032,7942.71857836434
72,3,7683.76836526669,7532.65463011599
72,4,7567.46411670106,7364.24219701565
72,5,7530.76881501575,7275.43871079561
72,6,7561.34504798991,7253.90675923505
72,7,7629.2139514705,7269.66747818092
72,8,7699.78872545358,7288.13406762928
72,9,7771.53918189046,7307.77633953144
72,10,7843.63721126464,7327.76618437089
72,11,7915.74539623676,7347.76618480829
72,12,7987.85358033302,7367.76618436983
73,2,8041.72412898032,7942.71857836434
73,3,7683.76836526187,7532.65463011117
73,4,7567.46411670075,7364.24219701534
73,5,7530.76881501545,7275.43871079531
73,6,7561.34473911213,7253.90645035727
73,7,7629.19626161615,7269.64978832657
73,8,7699.58180260873,7287.92714478443
73,9,7771.54799723665,7307.78515487762
73,10,7843.63725408502,7327.76622719127
73,11,7915.74540593872,7347.76619451025
73,12,7987.85358032635,7367.76618436316
74,2,8041.72412898032,7942.71857836434
74,3,7683.76836510218,7532.65462995149
74,4,7567.46411670118,7364.24219701576
74,5,7530.76881501519,7275.43871079505
74,6,7561.34500867366,7253.9067199188
74,7,7629.19481805837,7269.64834476879
74,8,7700.41918181294,7288.76452398863
74,9,7771.69680409943,7307.9339617404
74,10,7843.63721125571,7327.76618436196
74,11,7915.74539578719,7347.76618435872
74,12,7987.85358400079,7367.76618803759
75,2,8041.72412898032,7942.71857836434
75,3,7683.76836509905,7532.65462994835
75,4,7567.46411670122,7364.24219701581
75,5,7530.76881501537,7275.43871079523
75,6,7561.34481828751,7253.90652953265
75,7,7628.52465489825,7268.97818160867
75,8,7699.58981654441,7287.9351587201
75,9,7771.59393944008,7307.83109708106
75,10,7843.66475654061,7327.79372964687
75,11,7915.74539581042,7347.76618438195
75,12,7987.85474738744,7367.76735142424
76,2,8041.72412898032,7942.71857836434
76,3,7683.76836507075,7532.65462992006
76,4,7567.46411670071,7364.24219701529
76,5,7530.76881501527,7275.43871079513
76,6,7561.34473791907,7253.90644916421
76,7,7628.64504247282,7269.09856918323
76,8,7699.61951480184,7287.96485697753
76,9,7772.52329039966,7308.76044804063
76,10,7843.64051272245,7327.7694858287
76,11,7915.76634744503,7347.78713601656
76,12,7987.8535803291,7367.7661843659
77,2,8041.72412898032,7942.71857836434
77,3,7683.76836511057,7532.65462995988
77,4,7567.46411670134,7364.24219701592
77,5,7530.7688150152,7275.43871079506
77,6,7561.34482775801,7253.90653900315
77,7,7628.65391308958,7269.10743979999
77,8,7699.57596957322,7287.92131174892
77,9,7771.54999046613,7307.7871481071
77,10,7843.86888852625,7327.9978616325
77,11,7915.74539578688,7347.7661843584
77,12,7987.85358034077,7367.76618437758
78,2,8041.72412898032,7942.71857836434
78,3,7683.7683651499,7532.65462999921
78,4,7567.46411670084,7364.24219701542
78,5,7530.76881501553,7275.4387107954
78,6,7561.34497773043,7253.90668897557
78,7,7628.6438170097,7269.09734372012
78,8,7700.77868496769,7289.12402714338
78,9,7771.52916498921,7307.76632263018
78,10,7843.64862169451,7327.77759480076
78,11,7915.74594219942,7347.76673077094
78,12,7987.85358032111,7367.76618435791
79,2,8041.72412898032,7942.71857836434
79,3,7683.76836510342,7532.65462995273
79,4,7567.46411670085,7364.24219701544
79,5,7530.76881501533,7275.43871079519
79,6,7561.34526716662,7253.90697841176
79,7,7628.6451757918,7269.09870250221
79,8,7700.41511737912,7288.76045955481
79,9,7771.7492318466,7307.98638948758
79,10,7843.95395086991,7328.08292397616
79,11,7915.74607052266,7347.76685909419
79,12,7987.85358032204,7367.76618435885
80,2,8041.72412898032,7942.71857836434
80,3,7683.76836525376,7532.65463010307
80,4,7567.46411670098,7364.24219701557
80,5,7530.76881501531,7275.43871079517
80,6,7561.3447786553,7253.90648990044
80,7,7631.2086396,7271.66216631042
80,8,7699.62688420831,7287.972226384
80,9,7772.52329039364,7308.76044803461
80,10,7843.65435581107,7327.78332891732
80,11,7915.74539663952,7347.76618521105
80,12,7987.85358032674,7367.76618436354
81,2,8041.72412898032,7942.71857836434
81,3,7683.76836525332,7532.65463010263
81,4,7567.46411670089,7364.24219701548
81,5,7530.76881501542,7275.43871079528
81,6,7561.48884031453,7254.05055155967
81,7,7629.20677484685,7269.66030155727
81,8,7700.86047632135,7289.20581849704
81,9,7771.8056916462,7308.04284928718
81,10,7843.6372112564,7327.76618436265
81,11,7915.74539578939,7347.76618436092
81,12,7987.85358032153,7367.76618435834
82,2,8041.72412898032,7942.71857836434
82,3,7683.76836524691,7532.65463009622
82,4,7567.46411670097,7364.24219701555
82,5,7530.76881501519,7275.43871079505
82,6,7561.34474384404,7253.90645508918
82,7,7628.65443702064,7269.10796373106
82,8,7700.70220691191,7289.0475490876
82,9,7771.67431241865,7307.91147005962
82,10,7843.63721215636,7327.76618526261
82,11,7915.81211871127,7347.8329072828
82,12,7987.85358032561,7367.76618436242
83,2,8041.72412898032,7942.71857836434
83,3,7683.76836506145,7532.65462991076
83,4,7567.46411670095,7364.24219701553
83,5,7530.76881501525,7275.43871079511
83,6,7561.34476590285,7253.90647714799
83,7,7628.81296836155,7269.26649507196
83,8,7699.62956597309,7287.97490814878
83,9,7771.83130222537,7308.06845986635
83,10,7843.70385104568,7327.83282415193
83,11,7915.74539579331,7347.76618436483
83,12,7987.85358032327,7367.76618436008
84,2,8041.72412898032,7942.71857836434
84,3,7683.76836506908,7532.65462991839
84,4,7567.46411670087,7364.24219701545
84,5,7530.76881501509,7275.43871079495
84,6,7561.34474019444,7253.90645143958
84,7,7628.52443573701,7268.97796244742
84,8,7699.71012772605,7288.05546990174
84,9,7771.71129066586,7307.94844830684
84,10,7843.63721126336,7327.76618436961
84,11,7915.74541164468,7347.76620021621
84,12,7988.06321450658,7367.97581854339
85,2,8041.72412898032,7942.71857836434
85,3,7683.76836505955,7532.65462990885
85,4,7567.46411670114,7364.24219701573
85,5,7530.76881501519,7275.43871079505
85,6,7561.34474115426,7253.9064523994
85,7,7628.6500006802,7269.10352739062
85,8,7700.42629593946,7288.77163811516
85,9,7771.75215419513,7307.98931183611
85,10,7843.63721125625,7327.76618436251
85,11,7915.74539580299,7347.76618437452
85,12,7987.85358032123,7367.76618435803
86,2,8041.72412898032,7942.71857836434
86,3,7683.76836506761,7532.65462991691
86,4,7567.46411670099,7364.24219701557
86,5,7530.76881501541,7275.43871079527
86,6,7561.34473869821,7253.90644994335
86,7,7628.6555844138,7269.10911112422
86,8,7700.57072719384,7288.91606936953
86,9,7772.5294779944,7308.76663563537
86,10,7843.64549758387,7327.77447069012
86,11,7915.745395786,7347.76618435753
86,12,7987.85358032163,7367.76618435844
87,2,8041.72412898032,7942.71857836434
87,3,7683.7683651024,7532.65462995171
87,4,7567.46411670129,7364.24219701587
87,5,7530.76881501522,7275.43871079508
87,6,7561.3447379861,7253.90644923124
87,7,7628.52480347287,7268.97833018328
87,8,7700.43976512912,7288.78510730482
87,9,7772.52329042763,7308.7604480686
87,10,7843.63759584178,7327.76656894803
87,11,7915.80335623413,7347.82414480566
87,12,7987.85358033563,7367.76618437243
88,2,8041.72412898032,7942.71857836434
88,3,7683.76836510202,7532.65462995132
88,4,7567.46411670086,7364.24219701544
88,5,7530.76881501528,7275.43871079514
88,6,7561.34482838274,7253.90653962788
88,7,7629.58272584654,7270.03625255695
88,8,7700.4151067114,7288.7604488871
88,9,7771.52902673956,7307.76618438053
88,10,7843.63721125543,7327.76618436168
88,11,7915.74540431208,7347.76619288361
88,12,7987.85358032267,7367.76618435948
89,2,8041.72412898032,7942.71857836434
89,3,7683.76836508809,7532.65462993739
89,4,7567.46411670097,7364.24219701556
89,5,7530.76881501551,7275.43871079537
89,6,7561.34473866238,7253.90644990752
89,7,7628.64427294879,7269.09779965921
89,8,7700.76781603357,7289.11315820926
89,9,7771.69327572209,7307.93043336306
89,10,7843.76234613318,7327.89131923943
89,11,7915.7455283148,7347.76631688633
89,12,7987.85358032617,7367.76618436298
90,2,8041.72412898032,7942.71857836434
90,3,7683.76836526489,7532.6546301142
90,4,7567.46411670119,7364.24219701577
90,5,7530.7688150151,7275.43871079496
90,6,7561.34507931908,7253.90679056422
90,7,7628.66981833383,7269.12334504425
90,8,7700.47118637505,7288.81652855075
90,9,7771.57905963939,7307.81621728036
90,10,7843.63721125772,7327.76618436397
90,11,7915.74539585883,7347.76618443036
90,12,7987.85358034035,7367.76618437716
91,2,8041.72412898032,7942.71857836434
91,3,7683.76836523568,7532.65463008499
91,4,7567.46411670109,7364.24219701568
91,5,7530.76881501525,7275.43871079512
91,6,7561.34474721184,7253.90645845698
91,7,7628.82989559071,7269.28342230113
91,8,7699.61775397995,7287.96309615564
91,9,7771.79882377967,7308.03598142064
91,10,7843.66266075346,7327.79163385971
91,11,7915.74578049272,7347.76656906424
91,12,7987.85358033223,7367.76618436903
92,2,8041.72412898032,7942.71857836434
92,3,7683.76836526542,7532.65463011472
92,4,7567.46411670093,7364.24219701552
92,5,7530.76881501513,7275.43871079499
92,6,7561.34474015779,7253.90645140292
92,7,7629.28104773632,7269.73457444674
92,8,7700.41513149794,7288.76047367363
92,9,7771.57972878382,7307.81688642479
92,10,7843.81135784048,7327.94033094673
92,11,7915.74539578454,7347.76618435607
92,12,7987.8535803214,7367.7661843582
93,2,8041.72412898032,7942.71857836434
93,3,7683.76836518544,7532.65463003475
93,4,7567.4641167009,7364.24219701549
93,5,7530.76881501517,7275.43871079503
93,6,7561.34601456648,7253.90772581162
93,7,7628.64492983657,7269.09845654699
93,8,7700.42014206428,7288.76548423997
93,9,7771.55583216882,7307.79298980979
93,10,7843.63737548844,7327.76634859469
93,11,7915.75607144504,7347.77686001657
93,12,7987.85358032356,7367.76618436037
94,2,8041.72412898032,7942.71857836434
94,3,7683.76836545676,7532.65463030606
94,4,7567.46411670092,7364.24219701551
94,5,7530.76881501523,7275.43871079509
94,6,7561.34478470849,7253.90649595363
94,7,7628.52446312443,7268.97798983484
94,8,7700.43884719682,7288.78418937251
94,9,7771.53874322647,7307.77590086744
94,10,7843.72472862634,7327.85370173259
94,11,7915.74539579626,7347.76618436778
94,12,7987.85358032152,7367.76618435833
95,2,8041.72412898032,7942.71857836434
95,3,7683.76836510391,7532.65462995322
95,4,7567.46411670097,7364.24219701556
95,5,7530.76881501529,7275.43871079515
95,6,7561.34474441294,7253.90645565808
95,7,7628.65282173989,7269.10634845031
95,8,7699.58154310041,7287.92688527611
95,9,7771.58465290051,7307.82181054148
95,10,7843.74138506185,7327.8703581681
95,11,7915.7458874188,7347.76667599033
95,12,7987.85358032408,7367.76618436088
96,2,8041.72412898032,7942.71857836434
96,3,7683.76836536445,7532.65463021375
96,4,7567.46411670074,7364.24219701532
96,5,7530.76881501524,7275.4387107951
96,6,7561.34473852518,7253.90644977032
96,7,7628.66105935622,7269.11458606663
96,8,7699.62105413249,7287.96639630819
96,9,7771.52921122893,7307.7663688699
96,10,7844.63155338535,7328.7605264916
96,11,7915.74539578645,7347.76618435798
96,12,7987.85358033023,7367.76618436704
97,2,8041.72412898032,7942.71857836434
97,3,7683.76836510066,7532.65462994997
97,4,7567.46411670092,7364.24219701551
97,5,7530.76881501547,7275.43871079533
97,6,7561.34475724052,7253.90646848565
97,7,7629.19703048204,7269.65055719245
97,8,7699.74663914831,7288.09198132401
97,9,7771.59037519355,7307.82753283452
97,10,7843.67308078182,7327.80205388807
97,11,7915.74539578679,7347.76618435831
97,12,7987.86095194792,7367.77355598473
98,2,8041.72412898032,7942.71857836434
98,3,7683.76836526251,7532.65463011182
98,4,7567.46411670124,7364.24219701582
98,5,7530.76881501537,7275.43871079523
98,6,7561.34474942211,7253.90646066725
98,7,7628.66694188431,7269.12046859473
98,8,7700.44039846769,7288.78574064339
98,9,7771.74204531564,7307.97920295661
98,10,7843.79634452978,7327.92531763603
98,11,7915.74539578787,7347.76618435939
98,12,7987.85358032394,7367.76618436074
99,2,8041.72412898032,7942.71857836434
99,3,7683.76836508103,7532.65462993033
99,4,7567.46411670102,7364.2421970156
99,5,7598.04004004415,7342.70993582402
99,6,7561.34499532906,7253.9067065742
99,7,7629.2803350424,7269.73386175282
99,8,7699.60317133943,7287.94851351512
99,9,7771.98674235411,7308.22389999508
99,10,7843.63947599818,7327.76844910443
99,11,7915.74830501829,7347.76909358982
99,12,7987.85358032298,7367.76618435978
100,2,8041.72412898032,7942.71857836434
100,3,7683.76836510626,7532.65462995556
100,4,7567.46411670111,7364.24219701569
100,5,7530.76881501528,7275.43871079514
100,6,7561.34475518587,7253.90646643101
100,7,7629.20009219044,7269.65361890086
100,8,7700.4151058789,7288.7604480546
100,9,7771.61844341699,7307.85560105796
100,10,7844.63164953785,7328.7606226441
100,11,7915.74539759088,7347.76618616241
100,12,7987.8535803199,7367.7661843567
101,2,8041.72412898032,7942.71857836434
101,3,7683.76836509976,7532.65462994906
101,4,7567.46411670109,7364.24219701568
101,5,7530.76881501525,7275.43871079511
101,6,7599.21265322851,7291.77436447365
101,7,7629.1947652686,7269.64829197902
101,8,7699.64424771448,7287.98958989018
101,9,7771.57747479234,7307.81463243331
101,10,7843.63722267426,7327.76619578051
101,11,7915.74592912556,7347.76671769709
101,12,7987.85368272788,7367.76628676468
102,2,8041.72412898032,7942.71857836434
102,3,7683.76836532293,7532.65463017224
102,4,7567.46411670068,7364.24219701526
102,5,7530.76881501512,7275.43871079498
102,6,7561.34621670333,7253.90792794847
102,7,7628.52479193353,7268.97831864394
102,8,7699.62939010114,7287.97473227684
102,9,7771.53292578992,7307.7700834309
102,10,7843.63721130929,7327.76618441554
102,11,7915.74539579514,7347.76618436667
102,12,7987.85358032432,7367.76618436113
103,2,8041.72412898032,7942.71857836434
103,3,7683.76836510056,7532.65462994987
103,4,7567.46411670097,7364.24219701555
103,5,7530.76881501529,7275.43871079515
103,6,7561.34473866312,7253.90644990826
103,7,7629.22965443307,7269.68318114348
103,8,7699.63886290116,7287.98420507686
103,9,7771.53264884635,7307.76980648732
103,10,7843.63980171698,7327.76877482323
103,11,7915.74539580144,7347.76618437297
103,12,7987.85358033442,7367.76618437122
104,2,8041.72412898032,7942.71857836434
104,3,7683.76836510691,7532.65462995621
104,4,7567.46411670115,7364.24219701574
104,5,7530.76881501519,7275.43871079505
104,6,7561.34474328242,7253.90645452756
104,7,7628.78677483663,7269.24030154704
104,8,7699.83344843183,7288.17879060752
104,9,7771.86922128499,7308.10637892596
104,10,7843.64372151492,7327.77269462117
104,11,7915.74539580462,7347.76618437615
104,12,7987.85358032288,7367.76618435969
105,2,8041.72412898032,7942.71857836434
105,3,7683.76836510269,7532.654629952
105,4,7567.46411670111,7364.2421970157
105,5,7530.76881501524,7275.4387107951
105,6,7561.34473893574,7253.90645018088
105,7,7629.19573703522,7269.64926374564
105,8,7700.42519754934,7288.77053972504
105,9,7772.52329039672,7308.76044803769
105,10,7843.63722106355,7327.7661941698
105,11,7915.75127032581,7347.77205889734
105,12,7987.85360986275,7367.76621389955
106,2,8041.72412898032,7942.71857836434
106,3,7683.76836532085,7532.65463017016
106,4,7567.46411670089,7364.24219701548
106,5,7530.76881501556,7275.43871079542
106,6,7561.34474153976,7253.9064527849
106,7,7628.67090844221,7269.12443515262
106,8,7700.59975864411,7288.9451008198
106,9,7772.5281731737,7308.76533081468
106,10,7843.63971321089,7327.76868631714
106,11,7915.74539581178,7347.76618438331
106,12,7987.92537472367,7367.83797876047
107,2,8041.72412898032,7942.71857836434
107,3,7683.76836506143,7532.65462991073
107,4,7567.46411670128,7364.24219701586
107,5,7530.76881501499,7275.43871079485
107,6,7561.34474101424,7253.90645225938
107,7,7633.01044875782,7273.46397546824
107,8,7700.45820022672,7288.80354240242
107,9,7771.52902907362,7307.7661867146
107,10,7843.63721125177,7327.76618435802
107,11,7915.74539579471,7347.76618436624
107,12,7987.85358033257,7367.76618436937
108,2,8041.72412898032,7942.71857836434
108,3,7683.76836539452,7532.65463024382
108,4,7567.46411670093,7364.24219701552
108,5,7598.04143201756,7342.71132779742
108,6,7561.34474168829,7253.90645293343
108,7,7628.6458857892,7269.09941249962
108,8,7699.57717919674,7287.92252137243
108,9,7771.53246302743,7307.7696206684
108,10,7843.79298300643,7327.92195611268
108,11,7915.74539579695,7347.76618436848
108,12,7987.85358035728,7367.76618439408
109,2,8041.72412898032,7942.71857836434
109,3,7683.76836510435,7532.65462995365
109,4,7567.46411670096,7364.24219701554
109,5,7530.76881501497,7275.43871079483
109,6,7561.34474990527,7253.90646115041
109,7,7628.78773137951,7269.24125808992
109,8,7700.11455230557,7288.45989448127
109,9,7772.5232904016,7308.76044804257
109,10,7843.63721126267,7327.76618436891
109,11,7915.7503998473,7347.77118841883
109,12,7987.85358032601,7367.76618436282
110,2,8041.72412898032,7942.71857836434
110,3,7683.76836569735,7532.65463054666
110,4,7567.46411670127,7364.24219701586
110,5,7530.76881501528,7275.43871079514
110,6,7561.34474010599,7253.90645135112
110,7,7628.65849913534,7269.11202584575
110,8,7700.41512835289,7288.76047052859
110,9,7771.64926083638,7307.88641847735
110,10,7843.63721125521,7327.76618436146
110,11,7915.7453960968,7347.76618466833
110,12,7987.85358032723,7367.76618436404
111,2,8041.72412898032,7942.71857836434
111,3,7872.78151944973,7721.66778429904
111,4,7647.07306356253,7443.85114387711
111,5,7530.76881501506,7275.43871079492
111,6,7561.34473797068,7253.90644921582
111,7,7628.68762336533,7269.14115007575
111,8,7699.60561956376,7287.95096173945
111,9,7772.52329867937,7308.76045632034
111,10,7843.63721127739,7327.76618438364
111,11,7915.74539580254,7347.76618437407
111,12,7987.85358047023,7367.76618450703
112,2,8041.72412898032,7942.71857836434
112,3,7683.76836513553,7532.65462998483
112,4,7567.46411670124,7364.24219701582
112,5,7530.7688150152,7275.43871079506
112,6,7561.34473810656,7253.9064493517
112,7,7629.35512728738,7269.8086539978
112,8,7700.7142710775,7289.05961325319
112,9,7772.52352421504,7308.76068185602
112,10,7843.63819320204,7327.76716630829
112,11,7915.74539582865,7347.76618440018
112,12,7987.85358032351,7367.76618436031
113,2,8041.72412898032,7942.71857836434
113,3,7683.76836514176,7532.65462999106
113,4,7567.46411670113,7364.24219701571
113,5,7530.76881501536,7275.43871079522
113,6,7561.34608657532,7253.90779782046
113,7,7629.19522767835,7269.64875438877
113,8,7700.63875210416,7288.98409427986
113,9,7771.52906457217,7307.76622221314
113,10,7844.6314864856,7328.76045959185
113,11,7915.74575384505,7347.76654241657
113,12,7987.85358035027,7367.76618438707
114,2,8041.72412898032,7942.71857836434
114,3,7683.76836510453,7532.65462995383
114,4,7567.46411670126,7364.24219701584
114,5,7530.76881501557,7275.43871079543
114,6,7561.71720185785,7254.27891310298
114,7,7629.20076370119,7269.6542904116
114,8,7699.52730300919,7287.87264518488
114,9,7771.69811033737,7307.93526797835
114,10,7843.63721125495,7327.76618436119
114,11,7915.74539580263,7347.76618437416
114,12,7987.8548663049,7367.7674703417
115,2,8041.72412898032,7942.71857836434
115,3,7683.76836507036,7532.65462991966
115,4,7567.46411670089,7364.24219701548
115,5,7530.76881501509,7275.43871079496
115,6,7561.34473792882,7253.90644917396
115,7,7628.52458375983,7268.97811047024
115,8,7699.60720735386,7287.95254952955
115,9,7771.83090722751,7308.06806486848
115,10,7843.68580291222,7327.81477601847
115,11,7915.74600923579,7347.76679780731
115,12,7987.85358815191,7367.76619218872
116,2,8041.72412898032,7942.71857836434
116,3,7683.76836506162,7532.65462991093
116,4,7567.464116701,7364.24219701558
116,5,7530.76881501511,7275.43871079497
116,6,7561.34476215372,7253.90647339886
116,7,7632.77081221911,7273.22433892953
116,8,7700.58040518708,7288.92574736278
116,9,7771.67879671095,7307.91595435192
116,10,7843.63725115638,7327.76622426263
116,11,7915.75915320944,7347.77994178097
116,12,7987.91224920982,7367.82485324662
117,2,8041.72412898032,7942.71857836434
117,3,7683.76836510667,7532.65462995597
117,4,7567.464116701,7364.24219701558
117,5,7530.76881501515,7275.43871079501
117,6,7561.34474634802,7253.90645759316
117,7,7633.45292323338,7273.9064499438
117,8,7700.63278409027,7288.97812626596
117,9,7771.57714658822,7307.81430422919
117,10,7843.6505402353,7327.77951334155
117,11,7915.74539583931,7347.76618441084
117,12,7987.85358032031,7367.76618435711
118,2,8041.72412898032,7942.71857836434
118,3,7683.76836506367,7532.65462991298
118,4,7618.14062506326,7414.91870537784
118,5,7530.76881501536,7275.43871079522
118,6,7561.34612929342,7253.90784053856
118,7,7628.70656449235,7269.16009120277
118,8,7700.61858675581,7288.9639289315
118,9,7771.53959146602,7307.77674910699
118,10,7843.71338098665,7327.8423540929
118,11,7915.74892513655,7347.76971370807
118,12,7987.85358977015,7367.76619380696
119,2,8041.72412898032,7942.71857836434
119,3,7683.76836520718,7532.65463005648
119,4,7567.464116701,7364.24219701558
119,5,7530.76881501548,7275.43871079534
119,6,7561.3470279089,7253.90873915404
119,7,7628.52509988272,7268.97862659314
119,8,7699.69186509589,7288.03720727158
119,9,7771.77804305493,7308.0152006959
119,10,7843.6372164331,7327.76618953935
119,11,7915.89454318897,7347.9153317605
119,12,7987.85358032681,7367.76618436362
120,2,8041.72412898032,7942.71857836434
120,3,7683.76836523439,7532.6546300837
120,4,7567.46411670095,7364.24219701553
120,5,7530.76881501546,7275.43871079532
120,6,7561.34474267759,7253.90645392273
120,7,7629.28037675517,7269.73390346559
120,8,7699.70585208586,7288.05119426156
120,9,7771.6603450615,7307.89750270248
120,10,7843.63721125736,7327.76618436361
120,11,7915.74539580746,7347.76618437899
120,12,7987.85358032158,7367.76618435839
121,2,8041.72412898032,7942.71857836434
121,3,7683.76836536012,7532.65463020942
121,4,7567.46411670151,7364.24219701609
121,5,7530.76881501546,7275.43871079532
121,6,7561.34473961276,7253.9064508579
121,7,7628.64950972484,7269.10303643525
121,8,7700.4151346018,7288.7604767775
121,9,7771.59327577986,7307.83043342083
121,10,7843.65093568329,7327.77990878954
121,11,7915.74539580135,7347.76618437288
121,12,7987.8535803277,7367.76618436451
122,2,8041.72412898032,7942.71857836434
122,3,7683.76836509834,7532.65462994764
122,4,7567.46411670104,7364.24219701562
122,5,7530.76881501527,7275.43871079513
122,6,7561.34484685018,7253.90655809531
122,7,7628.5248464163,7268.97837312672
122,8,7699.66339790472,7288.00874008041
122,9,7771.78982836202,7308.02698600299
122,10,7843.70867833241,7327.83765143866
122,11,7915.74539579415,7347.76618436568
122,12,7987.85358033221,7367.76618436902
123,2,8041.72412898032,7942.71857836434
123,3,7683.76836506084,7532.65462991015
123,4,7567.46411670076,7364.24219701535
123,5,7530.76881501528,7275.43871079514
123,6,7561.34487173856,7253.9065829837
123,7,7629.19743488828,7269.6509615987
123,8,7700.43476816915,7288.78011034485
123,9,7771.66729434457,7307.90445198554
123,10,7843.87124528026,7328.00021838651
123,11,7915.74592528521,7347.76671385674
123,12,7987.85358033009,7367.76618436689
124,2,8041.72412898032,7942.71857836434
124,3,7683.76836506731,7532.65462991661
124,4,7567.46411670111,7364.24219701569
124,5,7530.76881501546,7275.43871079532
124,6,7561.34474343963,7253.90645468477
124,7,7628.65078952751,7269.10431623793
124,8,7699.58212687161,7287.9274690473
124,9,7771.69737564473,7307.9345332857
124,10,7843.63721125833,7327.76618436458
124,11,7915.74539614015,7347.76618471168
124,12,7987.8535803246,7367.76618436141
125,2,8041.72412898032,7942.71857836434
125,3,7683.76836510191,7532.65462995122
125,4,7567.46411670075,7364.24219701534
125,5,7530.76881501546,7275.43871079532
125,6,7561.34473945454,7253.90645069968
125,7,7629.19742368598,7269.6509503964
125,8,7700.41946253954,7288.76480471524
125,9,7771.73670863041,7307.97386627138
125,10,7843.69301283056,7327.82198593681
125,11,7915.74539578976,7347.76618436128
125,12,7987.8535803236,7367.7661843604
126,2,8041.72412898032,7942.71857836434
126,3,7683.76836521556,7532.65463006487
126,4,7567.46411670079,7364.24219701537
126,5,7530.76881501539,7275.43871079525
126,6,7561.34475133654,7253.90646258168
126,7,7628.65745201727,7269.11097872769
126,8,7699.72149536354,7288.06683753924
126,9,7771.63214258538,7307.86930022635
126,10,7843.64891136584,7327.7778844721
126,11,7915.7454288676,7347.76621743913
126,12,7987.85358032625,7367.76618436305
127,2,8041.72412898032,7942.71857836434
127,3,7683.76836532686,7532.65463017616
127,4,7567.46411670103,7364.24219701561
127,5,7530.76881501574,7275.4387107956
127,6,7561.34476466535,7253.90647591049
127,7,7629.33297406467,7269.78650077509
127,8,7700.47199141433,7288.81733359002
127,9,7771.55022851513,7307.7873861561
127,10,7843.63728841099,7327.76626151724
127,11,7915.74539578864,7347.76618436017
127,12,7987.85358033469,7367.7661843715
